nameWithOwner,url,stargazerCount,createdAt,updatedAt,pushedAt,primaryLanguage,mergedPullRequests,releases,issues,closedIssues
Mintplex-Labs/anything-llm,https://github.com/Mintplex-Labs/anything-llm,64976,2023-06-04T02:29:14Z,2026-08-20T18:30:31Z,2026-08-20T16:08:51Z,JavaScript,1570,34,3745,3453
shanraisshan/claude-code-best-practice,https://github.com/shanraisshan/claude-code-best-practice,64794,2025-10-31T14:15:28Z,2026-08-20T18:28:51Z,2026-08-20T06:38:39Z,HTML,48,0,52,48
gsd-build/get-shit-done,https://github.com/gsd-build/get-shit-done,64665,2025-12-14T14:17:12Z,2026-08-20T18:04:25Z,2026-05-31T17:46:54Z,JavaScript,1202,78,1890,1890
nocodb/nocodb,https://github.com/nocodb/nocodb,64602,2017-10-29T18:51:48Z,2026-08-20T17:44:02Z,2026-08-20T18:22:56Z,TypeScript,6485,199,4752,4357
traefik/traefik,https://github.com/traefik/traefik,64518,2015-09-13T19:04:02Z,2026-08-20T17:55:35Z,2026-08-20T15:04:09Z,Go,5527,553,6829,6136
warpdotdev/warp,https://github.com/warpdotdev/warp,64401,2021-07-08T18:48:08Z,2026-08-20T18:33:57Z,2026-08-20T18:36:19Z,Rust,2182,56,10823,6999
tw93/Mole,https://github.com/tw93/Mole,64356,2025-09-23T06:38:40Z,2026-08-20T18:23:27Z,2026-08-17T19:11:17Z,Shell,335,61,902,895
ryanoasis/nerd-fonts,https://github.com/ryanoasis/nerd-fonts,64327,2014-12-05T04:31:17Z,2026-08-20T18:31:03Z,2026-08-10T11:01:16Z,CSS,610,39,1158,1142
keras-team/keras,https://github.com/keras-team/keras,64240,2015-03-28T00:35:42Z,2026-08-20T16:39:34Z,2026-08-20T16:36:00Z,Python,5213,93,12877,12740
scrapy/scrapy,https://github.com/scrapy/scrapy,63978,2010-02-22T02:01:14Z,2026-08-20T17:22:55Z,2026-08-20T16:05:39Z,Python,2820,53,3302,3036
rust-lang/rustlings,https://github.com/rust-lang/rustlings,63909,2015-09-15T02:25:18Z,2026-08-20T16:29:18Z,2026-08-11T11:46:06Z,Rust,952,46,770,746
mem0ai/mem0,https://github.com/mem0ai/mem0,63698,2023-06-20T08:58:36Z,2026-08-20T18:37:59Z,2026-08-20T17:43:45Z,Python,2519,381,2103,1849
ZhuLinsen/daily_stock_analysis,https://github.com/ZhuLinsen/daily_stock_analysis,63491,2026-01-10T06:43:20Z,2026-08-20T18:31:25Z,2026-08-20T17:06:56Z,Python,675,34,819,781
FFmpeg/FFmpeg,https://github.com/FFmpeg/FFmpeg,63479,2011-04-14T14:12:38Z,2026-08-20T18:10:14Z,2026-08-20T12:53:05Z,C,0,0,0,0
commaai/openpilot,https://github.com/commaai/openpilot,63458,2016-11-24T01:33:30Z,2026-08-20T13:13:44Z,2026-08-20T09:14:48Z,Python,13303,63,3302,3223
tldr-pages/tldr,https://github.com/tldr-pages/tldr,63440,2013-12-08T07:34:43Z,2026-08-20T17:44:06Z,2026-08-20T16:38:32Z,Markdown,19516,6,1791,1559
asgeirtj/system_prompts_leaks,https://github.com/asgeirtj/system_prompts_leaks,63244,2025-05-03T02:43:56Z,2026-08-20T18:20:48Z,2026-08-20T09:14:20Z,JavaScript,32,0,62,41
NanmiCoder/MediaCrawler,https://github.com/NanmiCoder/MediaCrawler,63233,2023-06-09T12:14:34Z,2026-08-20T18:22:00Z,2026-08-14T08:19:00Z,Python,142,0,626,466
socketio/socket.io,https://github.com/socketio/socket.io,63192,2010-03-11T18:24:48Z,2026-08-20T07:46:00Z,2026-07-24T14:44:59Z,TypeScript,450,98,3664,3500
virattt/ai-hedge-fund,https://github.com/virattt/ai-hedge-fund,62967,2024-11-29T16:30:01Z,2026-08-20T18:03:03Z,2026-08-07T17:21:58Z,Python,53,11,279,227
resume/resume.github.com,https://github.com/resume/resume.github.com,62883,2011-02-06T13:39:55Z,2026-08-20T09:58:52Z,2023-02-15T06:38:51Z,JavaScript,84,0,131,67
jgraph/drawio-desktop,https://github.com/jgraph/drawio-desktop,62706,2017-05-25T20:58:42Z,2026-08-20T16:47:26Z,2026-08-14T09:09:47Z,JavaScript,42,187,1805,1797
git/git,https://github.com/git/git,62684,2008-07-23T14:21:26Z,2026-08-20T18:36:51Z,2026-08-20T18:26:51Z,C,4,0,0,0
pathwaycom/pathway,https://github.com/pathwaycom/pathway,62413,2022-11-27T13:01:14Z,2026-08-20T18:11:23Z,2026-08-20T05:39:18Z,Python,30,89,171,142
usememos/memos,https://github.com/usememos/memos,62388,2021-12-08T15:30:18Z,2026-08-20T17:33:05Z,2026-08-20T15:37:04Z,Go,2081,96,3043,3019
topjohnwu/Magisk,https://github.com/topjohnwu/Magisk,62316,2016-09-08T12:42:53Z,2026-08-20T16:24:29Z,2026-08-18T18:38:55Z,Kotlin,1723,156,6612,6561
karpathy/nanoGPT,https://github.com/karpathy/nanoGPT,62232,2022-12-28T00:51:12Z,2026-08-20T17:06:26Z,2025-11-12T19:52:34Z,Python,45,0,363,115
youngyangyang04/leetcode-master,https://github.com/youngyangyang04/leetcode-master,62228,2019-12-14T12:05:42Z,2026-08-20T15:14:09Z,2026-08-03T02:57:08Z,Shell,2311,0,281,68
withastro/astro,https://github.com/withastro/astro,61893,2021-03-15T17:19:47Z,2026-08-20T18:36:09Z,2026-08-20T18:17:48Z,TypeScript,9242,1000,6556,6531
PlexPt/awesome-chatgpt-prompts-zh,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,61706,2022-12-12T01:55:03Z,2026-08-20T17:44:38Z,2026-04-28T10:52:14Z,,33,0,102,62
sansan0/TrendRadar,https://github.com/sansan0/TrendRadar,61627,2025-04-28T11:42:16Z,2026-08-20T18:27:24Z,2026-07-17T13:54:28Z,Python,2,0,496,460
reduxjs/redux,https://github.com/reduxjs/redux,61507,2015-05-29T23:53:15Z,2026-08-20T11:41:10Z,2026-08-20T02:41:39Z,TypeScript,1767,78,2077,2038
FuelLabs/sway,https://github.com/FuelLabs/sway,61495,2021-01-19T20:54:33Z,2026-08-20T18:01:08Z,2026-08-14T14:48:39Z,Rust,3715,189,3317,2437
minio/minio,https://github.com/minio/minio,61384,2015-01-14T19:23:58Z,2026-08-20T15:22:43Z,2026-04-24T17:54:39Z,Go,9882,521,7885,7841
2dust/v2rayNG,https://github.com/2dust/v2rayNG,61371,2019-05-15T02:15:31Z,2026-08-20T18:18:52Z,2026-08-20T09:26:44Z,Kotlin,670,308,4072,4061
lodash/lodash,https://github.com/lodash/lodash,61289,2012-04-07T04:11:46Z,2026-08-20T13:59:31Z,2026-07-03T19:48:01Z,JavaScript,644,4,4362,4308
RVC-Boss/GPT-SoVITS,https://github.com/RVC-Boss/GPT-SoVITS,61086,2024-01-14T18:05:21Z,2026-08-20T18:25:48Z,2026-08-18T09:16:25Z,Python,367,4,2044,1255
pbakaus/impeccable,https://github.com/pbakaus/impeccable,61026,2025-11-16T01:52:04Z,2026-08-20T18:34:08Z,2026-08-20T18:38:41Z,JavaScript,270,45,237,188
upstash/context7,https://github.com/upstash/context7,61019,2025-03-26T23:40:39Z,2026-08-20T18:38:16Z,2026-08-20T10:12:45Z,TypeScript,483,105,2246,2228
Solido/awesome-flutter,https://github.com/Solido/awesome-flutter,60961,2017-05-07T11:45:27Z,2026-08-20T14:05:13Z,2026-04-21T19:06:09Z,Dart,452,0,0,0
tw93/Pake,https://github.com/tw93/Pake,60928,2022-10-14T09:32:57Z,2026-08-20T18:22:21Z,2026-08-15T14:51:04Z,Rust,162,51,568,568
ChrisTitusTech/winutil,https://github.com/ChrisTitusTech/winutil,60923,2022-04-28T02:25:19Z,2026-08-20T18:37:04Z,2026-08-19T22:25:17Z,PowerShell,1471,46,2378,2365
1c7/chinese-independent-developer,https://github.com/1c7/chinese-independent-developer,60879,2017-09-21T11:08:23Z,2026-08-20T18:08:04Z,2026-08-20T06:14:32Z,Python,744,0,362,361
h5bp/Front-end-Developer-Interview-Questions,https://github.com/h5bp/Front-end-Developer-Interview-Questions,60872,2012-02-09T23:34:10Z,2026-08-20T17:53:29Z,2026-06-16T23:06:47Z,Nunjucks,485,0,185,143
xingshaocheng/architect-awesome,https://github.com/xingshaocheng/architect-awesome,60840,2018-04-06T13:30:58Z,2026-08-20T10:45:39Z,2024-04-11T11:32:12Z,,49,0,71,23
coollabsio/coolify,https://github.com/coollabsio/coolify,60806,2021-01-25T20:54:01Z,2026-08-20T18:26:15Z,2026-08-20T18:23:56Z,PHP,2799,692,3978,3410
ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,60801,2022-09-11T16:39:45Z,2026-08-20T17:42:58Z,2026-08-20T17:27:35Z,Python,5464,452,12894,12850
atom/atom,https://github.com/atom/atom,60779,2012-01-20T18:18:21Z,2026-08-20T02:36:32Z,2023-01-03T10:49:48Z,JavaScript,3937,538,17111,16149
nuxt/nuxt,https://github.com/nuxt/nuxt,60770,2016-10-26T11:18:47Z,2026-08-20T14:38:38Z,2026-08-20T15:20:28Z,TypeScript,8314,291,17485,17120
pocketbase/pocketbase,https://github.com/pocketbase/pocketbase,60740,2022-07-05T06:06:21Z,2026-08-20T15:06:54Z,2026-08-19T18:43:11Z,Go,55,284,2039,2020
microsoft/autogen,https://github.com/microsoft/autogen,60540,2023-08-18T11:43:45Z,2026-08-20T18:18:40Z,2026-04-15T11:59:09Z,Python,2537,98,3077,2519
pi-hole/pi-hole,https://github.com/pi-hole/pi-hole,60504,2014-06-08T15:02:55Z,2026-08-20T17:59:51Z,2026-08-04T11:14:35Z,Shell,2237,126,3147,3125
marktext/marktext,https://github.com/marktext/marktext,60358,2017-11-12T16:05:25Z,2026-08-20T17:32:51Z,2026-07-27T03:16:54Z,TypeScript,1371,47,3452,2828
adam-p/markdown-here,https://github.com/adam-p/markdown-here,60248,2012-05-13T03:27:22Z,2026-08-20T14:56:02Z,2025-08-22T00:21:50Z,JavaScript,27,17,635,334
sharkdp/bat,https://github.com/sharkdp/bat,60229,2018-04-21T10:52:23Z,2026-08-20T17:14:59Z,2026-08-11T14:39:20Z,Rust,1665,43,1629,1303
byoungd/up,https://github.com/byoungd/up,60211,2017-05-30T07:18:52Z,2026-08-20T17:58:31Z,2026-08-17T05:04:19Z,JavaScript,31,0,132,102
spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,60204,2010-12-08T04:04:45Z,2026-08-20T17:46:47Z,2026-08-20T16:32:49Z,Java,945,365,28353,27990
CorentinJ/Real-Time-Voice-Cloning,https://github.com/CorentinJ/Real-Time-Voice-Cloning,60091,2019-05-26T08:56:15Z,2026-08-20T17:44:04Z,2026-03-09T10:31:58Z,Python,51,0,1122,953
ghostty-org/ghostty,https://github.com/ghostty-org/ghostty,59956,2022-03-29T17:38:26Z,2026-08-20T18:36:53Z,2026-08-20T17:57:00Z,Zig,4497,1,2256,2114
jquery/jquery,https://github.com/jquery/jquery,59776,2009-04-03T15:20:14Z,2026-08-20T15:26:28Z,2026-08-20T15:09:49Z,JavaScript,903,13,2393,2320
shadowsocks/shadowsocks-windows,https://github.com/shadowsocks/shadowsocks-windows,59570,2013-01-14T07:54:16Z,2026-08-20T13:34:15Z,2025-01-01T08:09:55Z,C#,290,55,2918,2729
meta-llama/llama,https://github.com/meta-llama/llama,59567,2023-02-14T09:29:12Z,2026-08-20T17:06:39Z,2025-01-26T21:42:26Z,Python,54,0,1127,654
termux/termux-app,https://github.com/termux/termux-app,59498,2015-10-23T09:42:46Z,2026-08-20T18:04:18Z,2026-07-14T20:47:14Z,Java,178,95,3152,2654
starship/starship,https://github.com/starship/starship,59498,2019-04-02T03:23:12Z,2026-08-20T18:17:29Z,2026-08-17T16:16:09Z,Rust,3204,141,2711,1909
FiloSottile/mkcert,https://github.com/FiloSottile/mkcert,59472,2018-06-25T05:33:03Z,2026-08-20T16:53:05Z,2024-08-13T13:37:46Z,Go,53,14,359,242
rclone/rclone,https://github.com/rclone/rclone,59279,2014-03-16T16:19:57Z,2026-08-20T18:40:28Z,2026-08-20T14:50:58Z,Go,2490,131,6177,5198
meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,59029,2018-04-23T11:45:28Z,2026-08-20T18:34:43Z,2026-08-14T09:38:01Z,Rust,2532,330,2473,2231
pathwaycom/llm-app,https://github.com/pathwaycom/llm-app,59018,2023-07-19T08:43:37Z,2026-08-20T18:11:06Z,2026-07-05T17:59:07Z,Jupyter Notebook,50,0,20,15
penpot/penpot,https://github.com/penpot/penpot,58933,2015-12-29T22:09:07Z,2026-08-20T18:31:01Z,2026-08-20T17:53:53Z,Clojure,6936,85,3143,2477
rust-unofficial/awesome-rust,https://github.com/rust-unofficial/awesome-rust,58904,2014-07-17T10:45:10Z,2026-08-20T18:19:12Z,2026-08-20T08:15:22Z,Rust,1920,0,150,143
mvanhorn/last30days-skill,https://github.com/mvanhorn/last30days-skill,58800,2026-01-23T20:37:37Z,2026-08-20T18:22:38Z,2026-08-20T07:31:53Z,Python,471,41,244,158
rails/rails,https://github.com/rails/rails,58698,2008-04-11T02:19:47Z,2026-08-20T18:40:01Z,2026-08-20T18:34:34Z,Ruby,26869,168,18657,18167
tiimgreen/github-cheat-sheet,https://github.com/tiimgreen/github-cheat-sheet,58629,2014-04-12T16:38:42Z,2026-08-20T16:08:26Z,2024-04-15T20:15:56Z,,129,0,77,49
pmndrs/zustand,https://github.com/pmndrs/zustand,58590,2019-04-09T09:10:06Z,2026-08-20T17:11:47Z,2026-08-19T13:05:32Z,TypeScript,929,105,697,695
angular/angular.js,https://github.com/angular/angular.js,58535,2010-01-06T00:34:37Z,2026-08-20T11:42:58Z,2024-04-12T17:43:16Z,JavaScript,790,0,9033,8644
MemPalace/mempalace,https://github.com/MemPalace/mempalace,58499,2026-04-05T01:12:07Z,2026-08-20T18:09:43Z,2026-08-20T16:56:35Z,Python,631,15,791,465
FoundationAgents/OpenManus,https://github.com/FoundationAgents/OpenManus,58029,2025-03-06T14:08:14Z,2026-08-20T16:53:01Z,2026-08-16T10:36:18Z,Python,116,3,754,473
ultralytics/yolov5,https://github.com/ultralytics/yolov5,57908,2020-05-18T03:45:11Z,2026-08-20T17:39:30Z,2026-08-16T10:37:11Z,Python,2320,10,9443,9413
h5bp/html5-boilerplate,https://github.com/h5bp/html5-boilerplate,57599,2010-01-24T18:03:24Z,2026-08-20T17:13:12Z,2026-08-10T23:11:22Z,JavaScript,846,34,1366,1359
scutan90/DeepLearning-500-questions,https://github.com/scutan90/DeepLearning-500-questions,57544,2018-06-27T06:36:45Z,2026-08-20T14:29:11Z,2024-06-26T12:10:14Z,JavaScript,302,0,192,81
go-gitea/gitea,https://github.com/go-gitea/gitea,57520,2016-11-01T02:13:26Z,2026-08-20T18:26:24Z,2026-08-20T17:51:21Z,Go,19745,235,15966,13616
deepfakes/faceswap,https://github.com/deepfakes/faceswap,57468,2017-12-19T09:44:13Z,2026-08-20T12:41:34Z,2026-08-05T11:39:37Z,Python,370,5,909,899
zylon-ai/private-gpt,https://github.com/zylon-ai/private-gpt,57448,2023-05-02T09:15:31Z,2026-08-20T18:09:22Z,2026-08-20T14:21:26Z,Python,310,14,1241,1240
crewAIInc/crewAI,https://github.com/crewAIInc/crewAI,57392,2023-10-27T03:26:59Z,2026-08-20T18:04:07Z,2026-08-20T16:08:47Z,Python,2129,231,2126,2011
karpathy/nanochat,https://github.com/karpathy/nanochat,57345,2025-10-13T13:46:35Z,2026-08-20T18:26:42Z,2026-08-02T21:05:23Z,Python,84,0,139,117
wasabeef/awesome-android-ui,https://github.com/wasabeef/awesome-android-ui,57258,2014-12-24T01:45:03Z,2026-08-20T15:43:26Z,2026-06-05T05:39:52Z,,91,0,117,95
Textualize/rich,https://github.com/Textualize/rich,57099,2019-11-10T15:28:09Z,2026-08-20T17:58:36Z,2026-06-23T03:10:19Z,Python,869,177,1526,1289
appwrite/appwrite,https://github.com/appwrite/appwrite,57062,2019-04-08T16:36:25Z,2026-08-20T17:16:33Z,2026-08-20T17:13:11Z,TypeScript,5264,132,4470,3950
remotion-dev/remotion,https://github.com/remotion-dev/remotion,56910,2020-06-23T19:49:10Z,2026-08-20T18:15:21Z,2026-08-20T17:41:50Z,TypeScript,6153,673,3714,3540
FuelLabs/fuel-core,https://github.com/FuelLabs/fuel-core,56898,2020-08-27T21:12:14Z,2026-08-20T18:01:05Z,2026-08-18T21:15:18Z,Rust,1657,130,1161,999
soimort/you-get,https://github.com/soimort/you-get,56873,2012-08-20T15:53:36Z,2026-08-20T09:29:07Z,2026-07-25T08:02:33Z,Python,582,123,0,0
BerriAI/litellm,https://github.com/BerriAI/litellm,56848,2023-07-27T00:09:52Z,2026-08-20T18:40:48Z,2026-08-20T18:39:59Z,Python,14577,1000,12221,10546
ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,56671,2017-03-03T21:52:39Z,2026-08-20T14:27:58Z,2026-06-25T11:12:50Z,Python,95,2,1379,604
remix-run/react-router,https://github.com/remix-run/react-router,56561,2014-05-16T22:22:51Z,2026-08-20T17:06:29Z,2026-08-20T18:05:08Z,TypeScript,3646,344,8392,8293
golang-standards/project-layout,https://github.com/golang-standards/project-layout,56480,2017-09-09T16:33:26Z,2026-08-20T18:21:43Z,2026-04-28T17:18:05Z,Makefile,98,0,116,44
makeplane/plane,https://github.com/makeplane/plane,56367,2022-11-19T12:55:01Z,2026-08-20T18:41:09Z,2026-08-20T12:41:51Z,TypeScript,6446,63,1914,1116
Zie619/n8n-workflows,https://github.com/Zie619/n8n-workflows,56152,2025-05-14T08:43:59Z,2026-08-20T18:03:42Z,2026-06-24T14:16:03Z,Python,34,1,105,80
usestrix/strix,https://github.com/usestrix/strix,56085,2025-08-05T21:28:30Z,2026-08-20T18:40:24Z,2026-08-20T16:27:37Z,Python,368,26,319,188
laurent22/joplin,https://github.com/laurent22/joplin,56025,2017-01-16T21:49:41Z,2026-08-20T18:11:55Z,2026-08-20T18:26:06Z,TypeScript,5997,417,8242,7632
jellyfin/jellyfin,https://github.com/jellyfin/jellyfin,55990,2018-12-09T06:36:45Z,2026-08-20T18:04:49Z,2026-08-20T16:35:39Z,C#,5627,112,8691,8314
gatsbyjs/gatsby,https://github.com/gatsbyjs/gatsby,55943,2015-05-21T22:43:05Z,2026-08-20T11:47:58Z,2026-08-20T18:25:02Z,JavaScript,18304,158,14128,13910
Raphire/Win11Debloat,https://github.com/Raphire/Win11Debloat,55773,2020-10-27T22:26:59Z,2026-08-20T17:42:23Z,2026-08-16T20:49:09Z,PowerShell,130,37,388,356
azl397985856/leetcode,https://github.com/azl397985856/leetcode,55757,2018-03-30T09:13:51Z,2026-08-20T15:58:41Z,2025-07-16T09:42:17Z,JavaScript,257,40,257,248
firstcontributions/first-contributions,https://github.com/firstcontributions/first-contributions,55580,2016-09-20T14:35:09Z,2026-08-20T18:18:25Z,2026-08-20T18:11:31Z,,103397,0,1514,1497
typst/typst,https://github.com/typst/typst,55546,2019-09-24T21:41:56Z,2026-08-20T18:30:35Z,2026-08-17T13:16:08Z,Rust,2495,30,4496,3282
FlowiseAI/Flowise,https://github.com/FlowiseAI/Flowise,55385,2023-03-31T12:23:09Z,2026-08-20T17:44:09Z,2026-08-13T12:38:19Z,TypeScript,1820,85,2673,1973
twentyhq/twenty,https://github.com/twentyhq/twenty,55195,2022-12-01T13:04:40Z,2026-08-20T18:22:03Z,2026-08-20T18:18:35Z,TypeScript,14082,102,6848,6733
AntonOsika/gpt-engineer,https://github.com/AntonOsika/gpt-engineer,55130,2023-04-29T12:52:15Z,2026-08-20T11:21:56Z,2025-05-14T10:15:10Z,Python,351,21,503,471
PowerShell/PowerShell,https://github.com/PowerShell/PowerShell,55018,2016-01-13T23:41:35Z,2026-08-20T17:02:51Z,2026-08-20T18:41:09Z,C#,8466,214,13557,12269
romkatv/powerlevel10k,https://github.com/romkatv/powerlevel10k,54946,2019-02-24T19:09:45Z,2026-08-20T18:30:38Z,2026-08-15T09:23:06Z,Shell,170,33,2620,2492
ngosang/trackerslist,https://github.com/ngosang/trackerslist,54917,2016-04-24T11:57:57Z,2026-08-20T17:59:03Z,2026-08-19T22:09:43Z,,1,0,539,528
jingyaogong/minimind,https://github.com/jingyaogong/minimind,54884,2024-07-27T04:34:12Z,2026-08-20T17:56:04Z,2026-08-06T14:08:38Z,Python,12,2,634,608
TryGhost/Ghost,https://github.com/TryGhost/Ghost,54823,2013-05-04T11:09:13Z,2026-08-20T18:32:41Z,2026-08-20T17:42:24Z,JavaScript,18465,1000,7328,7299
facebookresearch/segment-anything,https://github.com/facebookresearch/segment-anything,54728,2023-03-23T17:03:03Z,2026-08-20T18:25:00Z,2024-09-18T17:46:55Z,Jupyter Notebook,16,0,718,182
WerWolv/ImHex,https://github.com/WerWolv/ImHex,54523,2020-11-10T14:27:00Z,2026-08-20T16:37:01Z,2026-08-20T16:33:53Z,C++,782,82,1647,1290
wagoodman/dive,https://github.com/wagoodman/dive,54482,2018-05-13T15:44:01Z,2026-08-20T09:24:53Z,2025-12-15T17:20:36Z,Go,164,28,375,206
lencx/ChatGPT,https://github.com/lencx/ChatGPT,54447,2022-12-07T09:43:02Z,2026-08-20T15:54:53Z,2024-08-29T17:58:11Z,Rust,123,34,1280,373
maybe-finance/maybe,https://github.com/maybe-finance/maybe,54321,2024-01-01T22:23:46Z,2026-08-20T17:44:11Z,2025-07-24T22:20:44Z,Ruby,1073,28,0,0
psf/requests,https://github.com/psf/requests,54243,2011-02-13T18:38:17Z,2026-08-20T18:32:06Z,2026-08-17T19:03:16Z,Python,1697,19,4173,4026
vuejs/core,https://github.com/vuejs/core,54220,2018-06-12T13:49:36Z,2026-08-20T15:13:32Z,2026-08-20T08:59:08Z,TypeScript,4067,292,6084,5526
agalwood/Motrix,https://github.com/agalwood/Motrix,54149,2018-12-18T11:45:05Z,2026-08-20T18:16:07Z,2026-08-20T17:27:35Z,TypeScript,238,29,1383,611
ElemeFE/element,https://github.com/ElemeFE/element,54057,2016-09-03T06:19:26Z,2026-08-20T09:56:59Z,2024-08-20T07:40:13Z,Vue,3228,145,17891,15246
odoo/odoo,https://github.com/odoo/odoo,53823,2014-05-13T15:38:58Z,2026-08-20T18:24:40Z,2026-08-20T18:18:55Z,Python,6183,0,19126,15363
google/material-design-icons,https://github.com/google/material-design-icons,53788,2014-10-08T18:01:28Z,2026-08-20T17:04:10Z,2026-08-14T03:02:13Z,,50,16,1596,1186
mozilla/pdf.js,https://github.com/mozilla/pdf.js,53761,2011-04-26T06:32:03Z,2026-08-20T14:21:38Z,2026-08-19T12:10:36Z,JavaScript,9226,88,10565,10199
necolas/normalize.css,https://github.com/necolas/normalize.css,53518,2011-05-04T10:20:25Z,2026-08-20T17:49:16Z,2024-06-12T20:36:06Z,CSS,56,0,518,471
freqtrade/freqtrade,https://github.com/freqtrade/freqtrade,53465,2017-05-17T23:48:53Z,2026-08-20T18:04:01Z,2026-08-20T05:13:17Z,Python,6696,116,5654,5631
JetBrains/kotlin,https://github.com/JetBrains/kotlin,53355,2012-02-13T17:29:58Z,2026-08-20T18:02:52Z,2026-08-20T18:34:50Z,Kotlin,3624,300,0,0
chinese-poetry/chinese-poetry,https://github.com/chinese-poetry/chinese-poetry,53194,2016-09-02T03:32:25Z,2026-08-20T17:25:45Z,2026-06-17T01:56:08Z,JavaScript,138,1,218,92
vsouza/awesome-ios,https://github.com/vsouza/awesome-ios,53116,2014-07-10T16:03:45Z,2026-08-20T16:36:01Z,2026-06-24T14:58:10Z,Swift,2256,0,500,494
ggml-org/whisper.cpp,https://github.com/ggml-org/whisper.cpp,53056,2022-09-25T18:26:37Z,2026-08-20T17:13:46Z,2026-08-20T13:59:55Z,C++,1026,40,1963,895
aaif-goose/goose,https://github.com/aaif-goose/goose,53053,2024-08-23T19:03:36Z,2026-08-20T18:05:03Z,2026-08-20T18:35:36Z,Rust,5949,146,2807,2642
microsoft/VibeVoice,https://github.com/microsoft/VibeVoice,53011,2025-08-25T13:24:01Z,2026-08-20T17:44:22Z,2026-07-24T09:24:29Z,Python,41,0,243,118
lyswhut/lx-music-desktop,https://github.com/lyswhut/lx-music-desktop,52925,2019-08-14T14:31:08Z,2026-08-20T18:19:25Z,2026-08-04T16:14:05Z,TypeScript,101,113,2529,1306
dockur/windows,https://github.com/dockur/windows,52916,2024-01-14T13:09:40Z,2026-08-20T16:51:53Z,2026-08-20T18:34:47Z,Shell,910,126,1035,1016
sickcodes/Docker-OSX,https://github.com/sickcodes/Docker-OSX,52866,2020-06-04T11:01:37Z,2026-08-20T13:40:13Z,2025-11-11T05:23:57Z,Shell,109,0,686,289
hesreallyhim/awesome-claude-code,https://github.com/hesreallyhim/awesome-claude-code,52699,2025-04-19T20:55:59Z,2026-08-20T18:15:24Z,2026-08-20T18:08:58Z,Python,221,0,2028,1138
ionic-team/ionic-framework,https://github.com/ionic-team/ionic-framework,52621,2013-08-20T23:06:02Z,2026-08-20T17:48:36Z,2026-08-20T17:54:12Z,TypeScript,6800,950,22195,21629
jesseduffield/lazydocker,https://github.com/jesseduffield/lazydocker,52559,2019-05-18T08:53:50Z,2026-08-20T16:53:11Z,2026-04-19T02:51:06Z,Go,195,47,413,216
lllyasviel/Fooocus,https://github.com/lllyasviel/Fooocus,52442,2023-08-09T18:43:40Z,2026-08-20T17:40:43Z,2025-12-01T19:17:07Z,Python,448,21,1668,1421
prettier/prettier,https://github.com/prettier/prettier,52209,2016-11-29T17:13:37Z,2026-08-20T16:50:32Z,2026-08-20T13:03:37Z,JavaScript,10242,144,7326,6163
xai-org/grok-1,https://github.com/xai-org/grok-1,52159,2024-03-17T08:53:38Z,2026-08-20T15:17:55Z,2024-08-30T04:17:25Z,Python,5,0,0,0
etcd-io/etcd,https://github.com/etcd-io/etcd,52137,2013-07-06T21:57:21Z,2026-08-20T18:15:37Z,2026-08-20T17:37:09Z,Go,10620,292,7248,7132
bmad-code-org/BMAD-METHOD,https://github.com/bmad-code-org/BMAD-METHOD,52114,2025-04-13T14:54:25Z,2026-08-20T18:12:31Z,2026-08-20T13:46:24Z,JavaScript,842,39,1078,975
VoltAgent/awesome-openclaw-skills,https://github.com/VoltAgent/awesome-openclaw-skills,52078,2026-01-25T09:22:32Z,2026-08-20T17:44:38Z,2026-08-20T07:44:35Z,,150,0,84,84
anthropics/claude-cookbooks,https://github.com/anthropics/claude-cookbooks,51907,2023-08-15T20:23:51Z,2026-08-20T18:42:10Z,2026-08-19T20:42:54Z,Jupyter Notebook,198,0,213,138
google/guava,https://github.com/google/guava,51889,2014-05-29T16:23:17Z,2026-08-20T16:29:56Z,2026-08-20T16:28:35Z,Java,1441,60,3669,3051
diegosouzapw/OmniRoute,https://github.com/diegosouzapw/OmniRoute,51844,2026-02-13T12:38:31Z,2026-08-20T18:41:25Z,2026-08-20T18:37:11Z,TypeScript,5611,279,3597,3320
dkhamsing/open-source-ios-apps,https://github.com/dkhamsing/open-source-ios-apps,51775,2015-01-26T23:32:34Z,2026-08-20T17:20:22Z,2026-08-20T14:42:39Z,,1715,37,357,357
run-llama/llama_index,https://github.com/run-llama/llama_index,51770,2022-11-02T04:24:54Z,2026-08-20T15:56:50Z,2026-08-20T15:46:41Z,Python,7948,433,7255,7079
expo/expo,https://github.com/expo/expo,51715,2016-08-15T17:14:25Z,2026-08-20T16:35:03Z,2026-08-20T17:59:21Z,TypeScript,23881,0,19291,19001
Avik-Jain/100-Days-Of-ML-Code,https://github.com/Avik-Jain/100-Days-Of-ML-Code,51662,2018-07-05T09:11:43Z,2026-08-20T18:13:45Z,2023-12-29T07:57:53Z,,6,0,0,0
jekyll/jekyll,https://github.com/jekyll/jekyll,51640,2008-10-20T06:29:03Z,2026-08-20T14:41:25Z,2026-08-03T17:55:37Z,Ruby,3205,112,4939,4809
